user_id,signup_date,purchase_date,amount,channel,product_category
41,2024-03-11,2024-03-14 02:07:04.527053,15.32,paid_search,books
41,2024-03-11,2024-03-18 16:46:49.119140,126.6,paid_search,sports
41,2024-03-11,2024-03-23 18:20:05.394922,220.34,paid_search,sports
42,2024-01-01,2024-01-09 08:33:30.856538,961.42,organic,electronics
45,2024-02-04,2024-02-20 01:35:38.860443,27.2,email,books
45,2024-02-04,2024-02-14 17:13:25.761911,46.32,email,sports
45,2024-02-04,2024-02-25 23:15:25.852995,41.58,email,toys
46,2024-01-05,2024-01-06 18:02:54.672804,30.96,direct,beauty
46,2024-01-05,2024-01-15 18:44:29.411777,104.76,direct,sports
46,2024-01-05,2024-01-20 06:46:04.914084,215.44,direct,electronics
46,2024-01-05,2024-01-26 07:23:59.723608,47.93,direct,beauty
46,2024-01-05,2024-01-19 07:54:54.552114,21.49,direct,toys
46,2024-01-05,2024-01-11 22:02:56.367485,77.32,direct,beauty
46,2024-01-05,2024-02-04 14:07:01.700091,524.33,direct,electronics
47,2024-02-10,2024-03-02 09:53:18.996164,336.91,direct,electronics
49,2024-02-03,2024-03-24 13:59:12.301229,38.91,organic,beauty
49,2024-02-03,2024-02-04 07:59:55.687865,20.65,organic,books
50,2024-01-23,2024-02-28 02:30:52.471298,31.43,social_media,beauty
52,2024-03-26,2024-03-26 02:05:49.823178,282.05,email,home_garden
55,2024-01-01,2024-01-02 06:09:58.456568,218.84,social_media,electronics
55,2024-01-01,2024-01-07 08:41:10.187109,51.7,social_media,clothing
55,2024-01-01,2024-01-04 20:08:05.832087,37.02,social_media,books
55,2024-01-01,2024-01-02 13:28:12.493004,16.45,social_media,toys
55,2024-01-01,2024-01-08 20:42:05.165638,61.59,social_media,clothing
55,2024-01-01,2024-01-29 03:58:33.799601,124.71,social_media,home_garden
56,2024-01-14,2024-01-17 04:44:17.183384,92.83,paid_search,clothing
56,2024-01-14,2024-02-24 04:29:12.152547,86.52,paid_search,clothing
57,2024-01-09,2024-02-04 13:25:16.948520,18.93,social_media,books
57,2024-01-09,2024-01-28 02:26:01.432625,304.94,social_media,electronics
57,2024-01-09,2024-01-12 10:15:48.557879,244.74,social_media,electronics
60,2024-02-21,2024-02-28 13:10:14.753033,65.57,social_media,toys
60,2024-02-21,2024-02-28 05:34:39.910415,53.28,social_media,toys
60,2024-02-21,2024-03-08 06:40:46.842919,233.42,social_media,electronics
61,2024-01-04,2024-01-20 15:21:24.969792,41.55,direct,sports
62,2024-01-23,2024-02-13 06:13:04.918242,99.28,social_media,sports
62,2024-01-23,2024-02-08 06:36:19.945799,91.41,social_media,sports
63,2024-01-15,2024-01-21 03:59:21.177215,603.31,email,electronics
63,2024-01-15,2024-01-31 03:55:00.311985,49.46,email,books
63,2024-01-15,2024-01-24 07:42:23.659349,144.33,email,sports
63,2024-01-15,2024-02-12 02:52:08.106653,265.29,email,electronics
64,2024-02-05,2024-02-24 14:43:26.973370,85.37,direct,toys
64,2024-02-05,2024-02-19 11:15:40.656877,64.98,direct,sports
64,2024-02-05,2024-02-21 13:08:55.739752,157.93,direct,sports
64,2024-02-05,2024-02-05 20:12:31.886242,19.7,direct,books
64,2024-02-05,2024-02-24 21:17:09.422353,693.91,direct,electronics
64,2024-02-05,2024-02-20 04:35:38.091636,290.39,direct,electronics
64,2024-02-05,2024-02-22 07:52:14.523270,150.0,direct,beauty
64,2024-02-05,2024-03-28 11:37:28.188576,268.75,direct,electronics
66,2024-03-26,2024-03-28 10:23:13.817753,37.53,email,toys
66,2024-03-26,2024-03-28 16:08:16.740148,77.16,email,toys
70,2024-02-13,2024-02-16 03:21:15.921211,52.89,paid_search,sports
71,2024-03-02,2024-03-12 02:59:00.354207,48.99,paid_search,beauty
73,2024-01-01,2024-01-09 20:33:33.739057,44.48,organic,beauty
73,2024-01-01,2024-01-25 20:03:10.397670,55.27,organic,beauty
73,2024-01-01,2024-01-10 23:25:09.462106,52.07,organic,toys
75,2024-03-17,2024-03-19 06:15:33.565572,237.62,email,home_garden
76,2024-03-10,2024-03-18 00:47:51.654100,207.45,paid_search,electronics
77,2024-01-09,2024-01-18 12:35:46.857637,24.73,paid_search,books
77,2024-01-09,2024-02-02 05:22:56.725810,27.06,paid_search,toys
77,2024-01-09,2024-01-11 13:15:51.990056,19.63,paid_search,books
77,2024-01-09,2024-03-04 03:43:10.551445,22.1,paid_search,books
79,2024-01-24,2024-02-01 15:27:25.973410,257.5,direct,electronics
79,2024-01-24,2024-02-06 14:06:35.576400,49.41,direct,books
81,2024-02-21,2024-03-04 21:53:26.257933,105.23,paid_search,beauty
81,2024-02-21,2024-03-07 23:56:17.969627,22.45,paid_search,toys
83,2024-02-08,2024-02-26 09:07:13.840310,42.93,paid_search,toys
83,2024-02-08,2024-02-14 06:06:48.111933,103.9,paid_search,beauty
83,2024-02-08,2024-02-25 16:09:20.751786,63.58,paid_search,home_garden
83,2024-02-08,2024-02-21 03:03:43.569851,106.88,paid_search,clothing
85,2024-01-02,2024-01-05 17:35:37.926026,18.57,paid_search,beauty
88,2024-01-02,2024-01-15 16:57:28.133664,49.36,paid_search,sports
88,2024-01-02,2024-01-09 10:23:15.298243,92.11,paid_search,sports
94,2024-03-10,2024-03-16 07:41:41.704399,118.37,paid_search,sports
94,2024-03-10,2024-03-16 04:22:10.914559,40.96,paid_search,beauty
94,2024-03-10,2024-03-14 11:01:57.703694,50.3,paid_search,clothing
95,2024-01-16,2024-01-16 23:30:37.227982,187.98,email,electronics
100,2024-01-19,2024-03-13 07:39:44.693933,22.36,paid_search,books
100,2024-01-19,2024-02-01 02:47:25.442833,50.86,paid_search,beauty
100,2024-01-19,2024-03-23 08:03:42.160647,97.42,paid_search,home_garden
102,2024-02-02,2024-03-14 14:56:17.757453,121.33,paid_search,beauty
103,2024-02-08,2024-02-08 11:23:40.240497,45.27,direct,beauty
103,2024-02-08,2024-02-23 09:28:37.008159,176.45,direct,home_garden
103,2024-02-08,2024-02-28 03:09:38.156461,42.85,direct,clothing
103,2024-02-08,2024-02-25 19:06:36.406751,461.58,direct,electronics
106,2024-01-23,2024-01-25 13:32:44.696153,90.83,paid_search,home_garden
107,2024-02-11,2024-02-13 02:51:21.559895,22.28,organic,books
107,2024-02-11,2024-02-11 07:09:41.080937,27.22,organic,beauty
107,2024-02-11,2024-03-05 23:43:43.818516,36.91,organic,beauty
107,2024-02-11,2024-02-22 21:11:52.440467,64.77,organic,sports
108,2024-01-16,2024-02-05 01:50:58.090067,34.58,email,toys
108,2024-01-16,2024-02-17 22:06:32.112659,72.79,email,clothing
109,2024-02-29,2024-03-12 02:14:56.399452,15.64,organic,toys
109,2024-02-29,2024-03-03 22:28:27.624086,208.73,organic,electronics
110,2024-01-01,2024-01-07 19:50:24.442259,105.38,organic,clothing
110,2024-01-01,2024-01-06 02:17:24.164739,66.25,organic,beauty
112,2024-02-01,2024-02-02 15:54:47.384807,163.54,social_media,sports
112,2024-02-01,2024-03-05 20:05:07.433781,61.64,social_media,clothing
115,2024-01-03,2024-01-25 01:57:52.953011,95.92,email,sports
115,2024-01-03,2024-02-29 10:40:35.924581,29.07,email,books
115,2024-01-03,2024-01-03 12:50:03.110630,549.57,email,electronics
115,2024-01-03,2024-01-17 01:41:43.889075,84.27,email,sports
115,2024-01-03,2024-01-06 22:57:50.433295,101.12,email,clothing
115,2024-01-03,2024-01-13 02:59:42.214762,24.78,email,books
116,2024-02-23,2024-03-26 16:43:34.681276,278.04,email,electronics
116,2024-02-23,2024-02-28 18:00:29.432953,151.95,email,home_garden
116,2024-02-23,2024-03-13 03:41:40.218216,40.43,email,clothing
119,2024-03-24,2024-03-26 23:08:52.838415,82.08,social_media,sports
119,2024-03-24,2024-03-28 17:54:52.833705,67.33,social_media,books
123,2024-02-04,2024-02-12 13:06:29.442538,32.03,social_media,toys
123,2024-02-04,2024-03-09 13:02:10.231239,51.23,social_media,clothing
123,2024-02-04,2024-03-13 12:43:48.658916,351.06,social_media,electronics
123,2024-02-04,2024-02-08 04:19:45.552529,34.51,social_media,toys
123,2024-02-04,2024-02-08 07:31:07.457701,45.7,social_media,books
124,2024-02-10,2024-03-01 00:45:05.268081,56.79,organic,clothing
124,2024-02-10,2024-03-04 18:28:30.350229,41.04,organic,beauty
124,2024-02-10,2024-02-11 04:01:41.490864,15.66,organic,toys
128,2024-01-17,2024-02-11 23:08:26.456953,81.18,paid_search,beauty
128,2024-01-17,2024-01-23 17:56:41.536159,44.55,paid_search,beauty
128,2024-01-17,2024-01-30 09:38:26.871254,106.01,paid_search,home_garden
128,2024-01-17,2024-02-09 05:26:01.340222,104.07,paid_search,home_garden
129,2024-02-17,2024-03-12 04:39:23.836711,18.83,organic,books
131,2024-01-30,2024-02-17 05:38:36.334488,108.76,referral,beauty
133,2024-01-27,2024-03-04 04:26:13.067983,200.0,paid_search,clothing
133,2024-01-27,2024-01-28 05:27:04.654187,67.6,paid_search,sports
133,2024-01-27,2024-02-20 03:44:10.455372,152.19,paid_search,home_garden
134,2024-01-21,2024-01-24 05:15:36.215248,95.28,paid_search,beauty
134,2024-01-21,2024-01-22 10:34:49.663847,30.17,paid_search,beauty
136,2024-03-09,2024-03-20 21:41:29.348745,38.29,organic,beauty
136,2024-03-09,2024-03-14 22:06:26.396639,249.68,organic,electronics
138,2024-02-04,2024-02-15 20:00:18.973940,19.52,email,clothing
138,2024-02-04,2024-02-16 12:15:58.282790,49.62,email,beauty
138,2024-02-04,2024-02-07 16:41:16.537287,18.91,email,books
139,2024-01-17,2024-01-21 02:58:06.209583,72.72,referral,sports
139,2024-01-17,2024-01-26 00:43:03.591530,67.61,referral,toys
139,2024-01-17,2024-01-20 17:03:07.046117,15.03,referral,books
139,2024-01-17,2024-02-06 19:54:47.830599,42.98,referral,sports
139,2024-01-17,2024-01-18 12:57:33.392589,54.8,referral,beauty
140,2024-01-30,2024-02-17 18:44:30.529781,32.41,direct,beauty
140,2024-01-30,2024-02-02 01:28:30.730805,64.06,direct,clothing
140,2024-01-30,2024-02-22 23:03:36.469523,211.05,direct,electronics
140,2024-01-30,2024-02-19 13:28:52.038084,40.83,direct,clothing
140,2024-01-30,2024-02-14 01:50:05.716017,43.58,direct,beauty
143,2024-02-15,2024-03-12 03:27:38.876521,25.86,direct,clothing
143,2024-02-15,2024-02-24 00:34:22.874390,271.73,direct,home_garden
143,2024-02-15,2024-03-04 10:51:36.828402,197.55,direct,home_garden
144,2024-02-29,2024-02-29 21:38:42.140400,115.31,email,sports
144,2024-02-29,2024-03-02 11:00:24.577495,117.63,email,home_garden
144,2024-02-29,2024-03-08 05:57:20.172891,120.24,email,clothing
146,2024-02-01,2024-02-24 11:15:16.347068,164.12,email,sports
146,2024-02-01,2024-02-22 15:34:22.981250,213.7,email,home_garden
146,2024-02-01,2024-03-16 07:51:18.656404,139.91,email,electronics
146,2024-02-01,2024-03-06 19:51:59.561997,82.92,email,clothing
147,2024-03-07,2024-03-10 09:46:39.558175,27.11,organic,beauty
147,2024-03-07,2024-03-13 09:52:18.055545,39.53,organic,beauty
148,2024-01-25,2024-02-05 19:26:16.189454,25.46,paid_search,beauty
148,2024-01-25,2024-02-20 20:44:17.311647,202.01,paid_search,electronics
148,2024-01-25,2024-03-14 05:51:01.980366,107.74,paid_search,sports
149,2024-02-23,2024-02-23 09:17:32.515531,28.72,social_media,toys
153,2024-01-27,2024-03-06 04:57:42.315782,120.69,organic,sports
159,2024-01-13,2024-01-22 20:59:33.866848,149.46,organic,sports
162,2024-01-08,2024-02-09 06:28:36.939086,16.27,social_media,beauty
162,2024-01-08,2024-01-08 08:58:30.672016,160.1,social_media,home_garden
162,2024-01-08,2024-01-12 07:01:15.643117,80.95,social_media,clothing
162,2024-01-08,2024-01-09 23:06:06.703262,84.89,social_media,toys
162,2024-01-08,2024-02-07 12:02:13.924219,174.82,social_media,electronics
163,2024-01-16,2024-01-25 08:21:29.117787,110.93,organic,sports
163,2024-01-16,2024-02-18 23:50:58.965157,47.97,organic,sports
163,2024-01-16,2024-01-26 05:28:51.092959,42.75,organic,books
163,2024-01-16,2024-01-16 23:22:05.632134,78.32,organic,home_garden
163,2024-01-16,2024-02-02 07:09:49.026371,40.05,organic,beauty
165,2024-03-06,2024-03-16 03:43:05.420853,125.49,paid_search,clothing
167,2024-01-25,2024-02-01 12:13:11.240569,7.66,organic,books
167,2024-01-25,2024-01-30 22:13:45.788107,180.15,organic,electronics
167,2024-01-25,2024-03-01 02:31:54.593466,350.62,organic,electronics
168,2024-03-02,2024-03-04 10:22:21.768079,204.94,organic,electronics
169,2024-02-27,2024-02-27 01:15:54.361368,299.99,email,electronics
169,2024-02-27,2024-03-01 00:53:59.204837,78.85,email,beauty
170,2024-02-18,2024-02-22 20:14:47.279837,27.59,organic,books
170,2024-02-18,2024-03-20 12:02:29.095727,61.41,organic,sports
172,2024-02-29,2024-03-02 23:29:27.062816,94.48,paid_search,home_garden
174,2024-01-05,2024-02-03 05:42:59.694203,69.78,paid_search,beauty
174,2024-01-05,2024-01-05 16:05:44.921481,47.33,paid_search,books
174,2024-01-05,2024-01-26 12:57:09.470258,46.56,paid_search,beauty
180,2024-03-03,2024-03-04 15:50:37.120613,354.3,paid_search,electronics
180,2024-03-03,2024-03-06 04:15:35.106848,12.84,paid_search,books
183,2024-01-23,2024-02-14 20:54:08.232253,120.25,paid_search,toys
184,2024-01-12,2024-02-04 18:58:56.426622,30.31,paid_search,sports
184,2024-01-12,2024-01-13 01:45:24.246416,53.5,paid_search,clothing
185,2024-02-27,2024-03-03 19:55:05.043917,91.61,direct,sports
187,2024-02-17,2024-02-22 09:47:31.481555,252.27,organic,electronics
187,2024-02-17,2024-03-10 12:41:12.009332,21.72,organic,books
187,2024-02-17,2024-02-28 05:08:09.416479,172.85,organic,home_garden
187,2024-02-17,2024-03-03 06:05:27.671481,50.14,organic,books
188,2024-01-01,2024-01-07 22:41:48.632177,126.61,direct,sports
191,2024-03-07,2024-03-20 14:58:21.978044,56.57,organic,books
191,2024-03-07,2024-03-24 02:34:20.502298,424.41,organic,electronics
194,2024-03-18,2024-03-23 14:52:06.447312,80.63,organic,beauty
195,2024-02-16,2024-03-06 12:12:37.171883,909.52,organic,electronics
195,2024-02-16,2024-02-17 03:31:39.053805,41.16,organic,toys
195,2024-02-16,2024-03-23 11:09:46.833027,26.5,organic,toys
195,2024-02-16,2024-03-03 10:39:33.877311,83.47,organic,sports
195,2024-02-16,2024-02-19 08:33:11.423668,88.2,organic,sports
199,2024-02-08,2024-02-14 02:43:02.010568,81.73,paid_search,beauty
202,2024-02-21,2024-02-22 03:06:19.662360,90.15,paid_search,sports
203,2024-01-19,2024-02-21 09:52:38.693131,26.97,paid_search,books
203,2024-01-19,2024-02-15 14:07:26.898233,28.95,paid_search,books
206,2024-03-20,2024-03-29 08:04:25.067108,91.7,social_media,home_garden
207,2024-02-01,2024-02-03 17:32:10.445347,66.38,direct,home_garden
207,2024-02-01,2024-02-07 03:06:23.571671,23.83,direct,books
207,2024-02-01,2024-02-05 18:22:49.497069,104.62,direct,home_garden
207,2024-02-01,2024-02-16 16:06:20.639857,399.43,direct,electronics
207,2024-02-01,2024-02-19 13:47:07.616199,44.93,direct,sports
207,2024-02-01,2024-02-18 07:11:13.743630,83.34,direct,clothing
211,2024-02-12,2024-02-19 05:37:01.095163,52.17,direct,toys
212,2024-03-07,2024-03-08 15:27:01.999629,47.22,email,books
212,2024-03-07,2024-03-12 20:19:59.848027,300.95,email,sports
215,2024-01-12,2024-02-13 08:23:57.747555,174.25,organic,electronics
215,2024-01-12,2024-01-17 07:58:21.893900,118.83,organic,sports
215,2024-01-12,2024-02-19 23:11:19.337985,64.23,organic,beauty
216,2024-01-02,2024-01-09 05:46:14.360690,31.01,organic,clothing
216,2024-01-02,2024-01-15 06:50:38.352497,75.44,organic,sports
217,2024-02-04,2024-02-21 07:49:21.156616,53.58,paid_search,toys
220,2024-02-03,2024-03-07 20:05:10.508900,262.36,organic,electronics
223,2024-02-05,2024-02-29 15:09:36.409291,153.5,paid_search,electronics
223,2024-02-05,2024-02-14 08:33:32.486416,19.61,paid_search,books
224,2024-02-05,2024-02-06 02:37:50.728702,354.71,organic,electronics
224,2024-02-05,2024-03-28 13:39:29.550175,159.16,organic,home_garden
224,2024-02-05,2024-02-05 15:41:35.128470,33.26,organic,toys
224,2024-02-05,2024-02-11 00:40:03.243527,53.21,organic,clothing
224,2024-02-05,2024-03-03 15:57:26.218791,28.34,organic,toys
232,2024-01-30,2024-03-21 00:13:45.585819,31.59,direct,books
232,2024-01-30,2024-01-30 05:35:13.363133,96.77,direct,beauty
232,2024-01-30,2024-02-18 07:37:17.861448,100.6,direct,sports
233,2024-03-02,2024-03-16 21:15:53.362762,35.27,paid_search,clothing
233,2024-03-02,2024-03-17 09:32:02.394049,45.78,paid_search,clothing
233,2024-03-02,2024-03-02 18:28:10.327063,184.85,paid_search,sports
236,2024-01-12,2024-01-26 19:26:44.042539,90.94,direct,clothing
236,2024-01-12,2024-01-23 16:09:46.156602,146.18,direct,home_garden
237,2024-01-19,2024-01-19 08:11:10.031903,267.08,organic,electronics
237,2024-01-19,2024-01-29 18:47:10.044948,139.34,organic,home_garden
237,2024-01-19,2024-01-26 11:50:40.939175,16.93,organic,books
238,2024-03-11,2024-03-26 04:42:35.740767,43.84,direct,toys
238,2024-03-11,2024-03-19 05:49:05.418848,46.02,direct,beauty
238,2024-03-11,2024-03-24 04:12:11.333095,41.75,direct,toys
238,2024-03-11,2024-03-18 16:50:54.628749,127.22,direct,electronics
238,2024-03-11,2024-03-23 09:59:16.752677,53.84,direct,sports
239,2024-02-21,2024-03-10 23:10:26.049970,84.25,social_media,sports
241,2024-01-12,2024-01-13 12:22:06.331905,94.05,paid_search,sports
241,2024-01-12,2024-01-12 07:31:43.531237,269.75,paid_search,electronics
242,2024-03-25,2024-03-25 06:59:47.954183,58.32,email,beauty
242,2024-03-25,2024-03-26 08:21:45.953427,64.34,email,toys
242,2024-03-25,2024-03-25 15:32:24.397540,32.78,email,beauty
246,2024-01-14,2024-01-27 15:33:08.362971,22.71,paid_search,books
248,2024-03-15,2024-03-27 20:40:30.512574,18.19,organic,beauty
248,2024-03-15,2024-03-28 18:56:19.007086,27.98,organic,beauty
248,2024-03-15,2024-03-27 09:24:09.832973,111.98,organic,home_garden
248,2024-03-15,2024-03-26 01:07:16.371811,55.37,organic,home_garden
249,2024-03-16,2024-03-28 17:11:42.959609,31.49,social_media,books
249,2024-03-16,2024-03-24 02:26:41.566797,103.57,social_media,home_garden
250,2024-02-27,2024-03-05 04:02:42.802101,18.66,social_media,books
251,2024-01-07,2024-02-01 05:09:05.551406,136.26,paid_search,home_garden
251,2024-01-07,2024-01-10 18:39:14.792009,22.24,paid_search,books
251,2024-01-07,2024-03-12 09:23:56.415150,211.08,paid_search,home_garden
257,2024-03-05,2024-03-11 21:27:47.378022,148.34,email,clothing
257,2024-03-05,2024-03-09 07:22:00.798791,30.52,email,books
257,2024-03-05,2024-03-14 13:10:17.362131,130.87,email,sports
257,2024-03-05,2024-03-17 20:09:32.870051,36.74,email,beauty
258,2024-01-17,2024-01-26 01:57:00.624443,56.31,direct,clothing
258,2024-01-17,2024-01-24 15:49:53.862959,21.42,direct,beauty
260,2024-02-05,2024-03-12 12:47:42.177010,35.49,paid_search,clothing
261,2024-01-31,2024-02-17 17:29:53.412878,68.7,paid_search,beauty
261,2024-01-31,2024-02-04 01:45:34.545671,45.3,paid_search,toys
263,2024-03-14,2024-03-21 10:12:46.773601,33.84,direct,beauty
266,2024-02-27,2024-03-16 12:18:45.271021,17.17,social_media,beauty
267,2024-03-12,2024-03-23 04:01:34.797040,19.07,organic,toys
268,2024-02-08,2024-03-09 12:17:36.914126,242.58,social_media,electronics
268,2024-02-08,2024-03-16 08:49:18.900652,112.35,social_media,home_garden
268,2024-02-08,2024-03-13 08:46:45.181620,85.97,social_media,home_garden
268,2024-02-08,2024-03-03 23:56:39.441705,270.3,social_media,electronics
270,2024-03-03,2024-03-04 02:24:54.404675,262.58,paid_search,home_garden
270,2024-03-03,2024-03-04 16:11:56.259409,105.65,paid_search,electronics
271,2024-01-25,2024-01-29 10:56:45.241361,50.47,email,toys
271,2024-01-25,2024-01-31 20:27:27.823149,10.03,email,books
271,2024-01-25,2024-02-11 08:21:24.565132,28.98,email,beauty
273,2024-02-27,2024-03-14 16:16:06.820793,58.12,organic,beauty
273,2024-02-27,2024-03-10 03:45:37.828844,23.29,organic,books
273,2024-02-27,2024-03-11 09:24:47.576465,93.06,organic,clothing
274,2024-02-01,2024-02-07 16:48:30.143354,39.59,social_media,beauty
274,2024-02-01,2024-02-02 12:02:51.359178,85.14,social_media,beauty
275,2024-02-16,2024-03-17 01:14:24.875223,237.08,email,electronics
275,2024-02-16,2024-03-05 09:40:52.914263,43.79,email,books
275,2024-02-16,2024-02-18 15:49:25.470625,40.15,email,toys
275,2024-02-16,2024-02-28 12:02:27.329320,190.17,email,home_garden
276,2024-03-25,2024-03-30 13:37:45.789519,168.77,referral,home_garden
278,2024-01-20,2024-02-29 13:09:25.591332,55.48,organic,toys
278,2024-01-20,2024-03-03 11:56:04.840752,281.01,organic,electronics
281,2024-01-01,2024-01-07 18:14:02.235448,89.41,social_media,beauty
281,2024-01-01,2024-01-07 12:49:30.698334,94.72,social_media,home_garden
282,2024-01-03,2024-01-09 19:29:40.342421,17.52,direct,books
282,2024-01-03,2024-02-06 22:28:13.760413,35.06,direct,clothing
282,2024-01-03,2024-01-23 14:04:33.288383,37.45,direct,beauty
282,2024-01-03,2024-01-07 03:36:52.162649,104.03,direct,beauty
283,2024-02-26,2024-03-19 04:40:21.793968,79.33,direct,sports
283,2024-02-26,2024-03-06 00:36:56.468721,25.26,direct,home_garden
284,2024-03-14,2024-03-26 07:01:20.958953,87.24,direct,sports
284,2024-03-14,2024-03-17 03:06:40.365518,45.45,direct,beauty
285,2024-03-12,2024-03-21 04:55:34.905625,32.75,paid_search,toys
285,2024-03-12,2024-03-15 22:44:28.270553,38.25,paid_search,toys
288,2024-02-05,2024-02-18 19:29:36.031330,18.28,paid_search,books
288,2024-02-05,2024-03-02 12:55:25.006964,503.53,paid_search,electronics
290,2024-01-28,2024-01-28 04:20:32.283527,36.34,organic,books
290,2024-01-28,2024-02-15 07:59:17.378757,68.41,organic,home_garden
290,2024-01-28,2024-02-12 01:00:48.820718,102.69,organic,sports
295,2024-01-29,2024-02-03 20:06:32.422756,115.25,organic,electronics
295,2024-01-29,2024-02-09 16:27:10.992795,54.53,organic,toys
295,2024-01-29,2024-02-06 00:18:33.597488,127.12,organic,sports
295,2024-01-29,2024-02-24 22:13:10.449929,179.39,organic,clothing
297,2024-03-22,2024-03-24 16:57:09.999996,56.6,paid_search,beauty
301,2024-01-05,2024-01-21 12:58:29.410375,177.07,organic,sports
301,2024-01-05,2024-02-08 05:49:09.889713,51.58,organic,books
301,2024-01-05,2024-02-03 03:47:51.874541,422.48,organic,electronics
302,2024-02-02,2024-02-11 14:59:42.847541,92.6,email,beauty
302,2024-02-02,2024-02-19 12:17:09.374785,15.7,email,toys
302,2024-02-02,2024-02-03 12:24:41.879475,36.92,email,toys
303,2024-01-18,2024-01-26 17:56:10.509754,75.26,referral,sports
303,2024-01-18,2024-01-24 08:04:40.699405,129.27,referral,home_garden
303,2024-01-18,2024-01-28 13:07:56.375559,36.72,referral,toys
303,2024-01-18,2024-03-02 23:00:34.546614,120.89,referral,clothing
303,2024-01-18,2024-01-25 18:20:44.513678,1064.7,referral,electronics
303,2024-01-18,2024-01-25 17:50:22.597153,99.41,referral,home_garden
303,2024-01-18,2024-02-16 23:46:53.596062,140.54,referral,home_garden
304,2024-02-18,2024-02-26 03:37:28.669025,30.35,paid_search,beauty
304,2024-02-18,2024-03-01 20:18:17.047438,94.46,paid_search,sports
305,2024-01-26,2024-03-17 09:05:59.537158,186.1,paid_search,home_garden
305,2024-01-26,2024-02-22 14:12:15.107646,47.69,paid_search,toys
309,2024-02-24,2024-03-14 01:52:48.912487,26.31,email,books
312,2024-02-22,2024-03-21 03:18:09.818496,349.66,social_media,electronics
312,2024-02-22,2024-03-21 22:20:36.103606,190.59,social_media,home_garden
312,2024-02-22,2024-03-05 21:28:19.826368,65.28,social_media,clothing
313,2024-02-22,2024-03-02 15:17:28.826687,27.2,direct,books
313,2024-02-22,2024-02-28 10:07:38.191770,44.0,direct,sports
313,2024-02-22,2024-03-09 15:21:21.598910,98.65,direct,clothing
313,2024-02-22,2024-03-07 08:50:17.838364,135.17,direct,sports
313,2024-02-22,2024-03-03 23:41:52.374055,29.96,direct,toys
313,2024-02-22,2024-02-26 20:12:29.339802,98.52,direct,sports
313,2024-02-22,2024-02-23 12:40:11.801146,46.18,direct,toys
315,2024-03-25,2024-03-26 11:27:25.772174,96.18,paid_search,clothing
316,2024-01-01,2024-01-06 02:07:28.582960,36.64,direct,toys
